Id,SalePrice
1461,116996.0
1462,158003.0
1463,187568.0
1464,197307.0
1465,200156.0
1466,174750.0
1467,180271.0
1468,161101.0
1469,193831.0
1470,119817.0
1471,164826.0
1472,98839.0
1473,96324.0
1474,144714.0
1475,110651.0
1476,361177.0
1477,254213.0
1478,314113.0
1479,303425.0
1480,513205.0
1481,332216.0
1482,209782.0
1483,181946.0
1484,162932.0
1485,190641.0
1486,188929.0
1487,330301.0
1488,224861.0
1489,196465.0
1490,247662.0
1491,194865.0
1492,99805.0
1493,184519.0
1494,297443.0
1495,287855.0
1496,238500.0
1497,183016.0
1498,192101.0
1499,171343.0
1500,160697.0
1501,183814.0
1502,141746.0
1503,317214.0
1504,244413.0
1505,232994.0
1506,192769.0
1507,242928.0
1508,203418.0
1509,160270.0
1510,148113.0
1511,170641.0
1512,171869.0
1513,148461.0
1514,165189.0
1515,192237.0
1516,154482.0
1517,174340.0
1518,130009.0
1519,204485.0
1520,129816.0
1521,134933.0
1522,177614.0
1523,117799.0
1524,126127.0
1525,122055.0
1526,113842.0
1527,113700.0
1528,139144.0
1529,160049.0
1530,192606.0
1531,117667.0
1532,91423.0
1533,142698.0
1534,123963.0
1535,143841.0
1536,103882.0
1537,56777.0
1538,154333.0
1539,199822.0
1540,83876.0
1541,139667.0
1542,151311.0
1543,181283.0
1544,83697.0
1545,114916.0
1546,135579.0
1547,133756.0
1548,138048.0
1549,124089.0
1550,140982.0
1551,102412.0
1552,146764.0
1553,143237.0
1554,120324.0
1555,165774.0
1556,82915.0
1557,120021.0
1558,105448.0
1559,60712.0
1560,131931.0
1561,129649.0
1562,128668.0
1563,121466.0
1564,161536.0
1565,152179.0
1566,230921.0
1567,79016.0
1568,248503.0
1569,134705.0
1570,133414.0
1571,108117.0
1572,142367.0
1573,227766.0
1574,119784.0
1575,235832.0
1576,231648.0
1577,173714.0
1578,162141.0
1579,147479.0
1580,195079.0
1581,158671.0
1582,126703.0
1583,287658.0
1584,216622.0
1585,135724.0
1586,77093.0
1587,115250.0
1588,147959.0
1589,96821.0
1590,126223.0
1591,92446.0
1592,118349.0
1593,127298.0
1594,121422.0
