Id,SalePrice
1461,118160.0
1462,152212.0
1463,186121.0
1464,187259.0
1465,192394.0
1466,177575.0
1467,171312.0
1468,168560.0
1469,184166.0
1470,130485.0
1471,193723.0
1472,96229.0
1473,95457.0
1474,150169.0
1475,132288.0
1476,364445.0
1477,250320.0
1478,305794.0
1479,256720.0
1480,485749.0
1481,308587.0
1482,206653.0
1483,172012.0
1484,167754.0
1485,185444.0
1486,192033.0
1487,318796.0
1488,225144.0
1489,194123.0
1490,209213.0
1491,193372.0
1492,93493.0
1493,190880.0
1494,294205.0
1495,296632.0
1496,241583.0
1497,185100.0
1498,168984.0
1499,165159.0
1500,163769.0
1501,176445.0
1502,158491.0
1503,294059.0
1504,233082.0
1505,221633.0
1506,181937.0
1507,217027.0
1508,202912.0
1509,160754.0
1510,154854.0
1511,156633.0
1512,172835.0
1513,146268.0
1514,164989.0
1515,182009.0
1516,159587.0
1517,157347.0
1518,130801.0
1519,214723.0
1520,133028.0
1521,132640.0
1522,166258.0
1523,115901.0
1524,125286.0
1525,123509.0
1526,124986.0
1527,102625.0
1528,137736.0
1529,146056.0
1530,177587.0
1531,117073.0
1532,101725.0
1533,136947.0
1534,116123.0
1535,146836.0
1536,110334.0
1537,67587.0
1538,173515.0
1539,216876.0
1540,95802.0
1541,143222.0
1542,141085.0
1543,197351.0
1544,80083.0
1545,110524.0
1546,133380.0
1547,136426.0
1548,133887.0
1549,121030.0
1550,139138.0
1551,109486.0
1552,131394.0
1553,145332.0
1554,119141.0
1555,164572.0
1556,94175.0
1557,116045.0
1558,98346.0
1559,75686.0
1560,141638.0
1561,132330.0
1562,129755.0
1563,127219.0
1564,157548.0
1565,147669.0
1566,231787.0
1567,73879.0
1568,230886.0
1569,139230.0
1570,130188.0
1571,124704.0
1572,143778.0
1573,231472.0
1574,127541.0
1575,215148.0
1576,218920.0
1577,184850.0
1578,154242.0
1579,144109.0
1580,188765.0
1581,148993.0
1582,130755.0
1583,311201.0
1584,223425.0
1585,137670.0
1586,71575.0
1587,104217.0
1588,143442.0
1589,91369.0
1590,124279.0
1591,103572.0
1592,113973.0
1593,126370.0
1594,127580.0
1595,112702.0
1596,219064.0
1597,187999.0
1598,206412.0
1599,176961.0
1600,170166.0
1601,73424.0
1602,119967.0
1603,78028.0
1604,273815.0
1605,243136.0
1606,166105.0
1607,165329.0
1608,212031.0
1609,182848.0
1610,157129.0
1611,144966.0
1612,162077.0
1613,156505.0
1614,126245.0
1615,91966.0
1616,84048.0
1617,94021.0
1618,129121.0
1619,139480.0
1620,139367.0
1621,135564.0
1622,150443.0
1623,273817.0
1624,212100.0
1625,121277.0
1626,171069.0
1627,190922.0
1628,286200.0
1629,180579.0
1630,340691.0
1631,222190.0
1632,228786.0
1633,177923.0
1634,184085.0
1635,181572.0
1636,151565.0
1637,190960.0
1638,196891.0
1639,178702.0
1640,251189.0
1641,182863.0
1642,237795.0
1643,220484.0
1644,234217.0
1645,189335.0
1646,156993.0
1647,162971.0
1648,136404.0
1649,138623.0
1650,120093.0
1651,116087.0
1652,100359.0
1653,102766.0
1654,156478.0
1655,150883.0
1656,146140.0
1657,155821.0
1658,156595.0
1659,137022.0
1660,150283.0
1661,448111.0
1662,407523.0
1663,378706.0
1664,402739.0
1665,307930.0
1666,314511.0
1667,382913.0
1668,331044.0
1669,313662.0
1670,337643.0
1671,266335.0
1672,465603.0
1673,297086.0
1674,242705.0
1675,183879.0
1676,191873.0
1677,211774.0
1678,484929.0
1679,387588.0
1680,304519.0
1681,245102.0
1682,311878.0
1683,183809.0
1684,171530.0
1685,175578.0
1686,170269.0
1687,171471.0
1688,184703.0
1689,192889.0
1690,194455.0
1691,185894.0
1692,274402.0
1693,175317.0
1694,185039.0
1695,170568.0
1696,285588.0
1697,172198.0
1698,355767.0
1699,294733.0
1700,240861.0
1701,265385.0
1702,242847.0
1703,243807.0
1704,283666.0
1705,229153.0
1706,368527.0
1707,205483.0
1708,199722.0
1709,273603.0
1710,209696.0
1711,264226.0
1712,232491.0
1713,259271.0
1714,219989.0
1715,207446.0
1716,175458.0
1717,169568.0
1718,134316.0
1719,206518.0
1720,240384.0
1721,162473.0
1722,125904.0
1723,154016.0
1724,201801.0
1725,239289.0
1726,186000.0
1727,159029.0
1728,189322.0
1729,164850.0
1730,150077.0
1731,121678.0
1732,133340.0
1733,112359.0
1734,122873.0
1735,127090.0
1736,117269.0
1737,325959.0
1738,232716.0
1739,252153.0
1740,195830.0
1741,177693.0
1742,171345.0
1743,173937.0
1744,332403.0
1745,222309.0
1746,225665.0
1747,209072.0
1748,216395.0
1749,157180.0
1750,131703.0
1751,231940.0
1752,123415.0
1753,140564.0
1754,199008.0
1755,172569.0
1756,124457.0
1757,120751.0
1758,140061.0
1759,166624.0
1760,167780.0
1761,149686.0
1762,180612.0
1763,174675.0
1764,123662.0
1765,148384.0
1766,181526.0
1767,210991.0
1768,138536.0
1769,169639.0
1770,144098.0
1771,134095.0
1772,130663.0
1773,125376.0
1774,135637.0
1775,134929.0
1776,119747.0
1777,115174.0
1778,139139.0
1779,122486.0
1780,185302.0
1781,126975.0
1782,87551.0
1783,145719.0
1784,109551.0
1785,113554.0
1786,136080.0
1787,163096.0
1788,58624.0
1789,89977.0
1790,91030.0
1791,177256.0
1792,151844.0
1793,137619.0
1794,146574.0
1795,136837.0
1796,125873.0
1797,103346.0
1798,122155.0
1799,112856.0
1800,134203.0
1801,130498.0
1802,129635.0
1803,144147.0
1804,139813.0
1805,134905.0
1806,115528.0
1807,143053.0
1808,123599.0
1809,126226.0
1810,139846.0
1811,105414.0
1812,102987.0
1813,124004.0
1814,101176.0
1815,52706.0
1816,100682.0
1817,108543.0
1818,136562.0
1819,123380.0
1820,60881.0
1821,113027.0
1822,145833.0
1823,43291.0
1824,123569.0
1825,134664.0
1826,114750.0
1827,109248.0
1828,129452.0
1829,116228.0
1830,137507.0
1831,160440.0
1832,83593.0
1833,139437.0
1834,120216.0
1835,140692.0
1836,122570.0
1837,92633.0
1838,131852.0
1839,91102.0
1840,154345.0
1841,143633.0
1842,96577.0
1843,132575.0
1844,143043.0
1845,146566.0
1846,161148.0
1847,156025.0
1848,54608.0
1849,110755.0
1850,119448.0
1851,151914.0
1852,124244.0
1853,128184.0
1854,168612.0
1855,134792.0
1856,220677.0
1857,153690.0
1858,134925.0
1859,119214.0
1860,150512.0
